company_id	company_name	deal_id	company_role	company_type	title	associated_company	associated_company_id	status	deal_type	date_start	most_recent_event_date	max_projected_value_principal_acc	max_projected_value_principal	max_projected_value_partner_acc	max_projected_value_partner
1051398	Tetragenetics Inc	144616	Principal	subsidiary	Amgen to use Tetragenetics' technology for undisclosed surface antigen drug target 	Amgen Inc	14109	Active	Technology - Other Proprietary	2013-04-02		Payment Unspecified	0.0	Unknown	0.0
1051398	Tetragenetics Inc	144332	Principal	subsidiary	Tetragenetics to receive funding from the NIAID to develop recombinant H5N1 vaccine for influenza virus infection  	National Institute of Allergy and Infectious Diseases	20520	Active	Drug - Funding	2012-01-05		Payment Unspecified	0.0	Unknown	0.0
1051398	Tetragenetics Inc	256356	Partner	subsidiary	Abveris and Tetragenetics to collaborate on the discovery of antibodies against ion channel targets	Abveris Inc	1187728	Active	Drug - Development Services	2019-06-04		Unknown	0.0	Unknown	0.0
1051398	Tetragenetics Inc	244514	Partner	subsidiary	LifeArc to humanize and pre-IND studies for TetraGenetics novel programs including anti-Kv1.3 antibodies for type 1 diabetes 	LifeArc	1054893	Active	Drug - Development Services	2017-12-12		Payment Unspecified	0.0	Unknown	0.0
1051398	Tetragenetics Inc	244407	Partner	subsidiary	TetraGenetics and ModiQuest to discover KCa3.1 against autoimmune and inflammatory disorders using ModiPhage library screening technology      	ImmunoPrecise Antibodies (Europe) BV	1132184	Active	Drug - Discovery/Design	2017-12-06		Payment Unspecified	0.0	Unknown	0.0
1051398	Tetragenetics Inc	160451	Partner	subsidiary	Tetragenetics to use University of Georgia's undisclosed key technology for undisclosed reasons	University of Georgia	20579	Active	Technology - Other Proprietary	2010-12-31		Payment Unspecified	0.0	Unknown	0.0
1051398	Tetragenetics Inc	144331	Partner	subsidiary	Utah State University to conduct a study on Tetragenetics' recombinant H5N1 vaccine for influenza virus infection  	Utah State University	20691	Active	Drug - Development Services	2012-01-05		Payment Unspecified	0.0	Unknown	0.0
1093072	AbSci	344448	Principal	ancestor	Absci and M2GEN to develop drugs to the fight against cancer via AI platform	M2Gen	1065113	Active	Drug - Discovery/Design	2023-04-04		Payment Unspecified	0.0	Unknown	0.0
1093072	AbSci	320675	Principal	ancestor	An undisclosed biotech partner to use Absci's Bionic Protein nsAA to develop seven bionic antibodies against cancers	Undisclosed		Active	Drug - Development/Commercialization License	2022-07-07		Payment Unspecified	0.0	Unknown	0.0
1093072	AbSci	283914	Principal	ancestor	AbSci and Xyphos to screen and identify MicAbody for manufacturing of cell line development against cancer	Xyphos Biosciences Inc	1019230	Active	Drug - Development/Commercialization License	2021-02-03		Unknown	0.0	Payment Unspecified	0.0
1093072	AbSci	274037	Principal	ancestor	ACT to use AbSci's E. coli SoluPro protein expression technology and related IP to develop hAFP for autoimmune diseases and cancers	Alpha Cancer Technologies Inc	1077964	Active	Technology - Other Proprietary	2020-07-21		Payment Unspecified	0.0	Unknown	0.0
1093072	AbSci	265891	Principal	ancestor	KBI and Absci to market and promote technologies, products, and services worldwide	KBI Biopharma Inc	1037067	Active	Technology - Other Proprietary	2020-01-13		Payment Unspecified	0.0	Unknown	0.0
1093072	AbSci	252710	Principal	ancestor	AbSci to apply SoluPro E.coli manufacturing platform and optimization assay system to Sanofi's biotherapeutic molecules	Sanofi SA	1009547	Active	Drug - Manufacturing/Supply	2019-01-09		Payment Unspecified	0.0	Unknown	0.0
1208475	Totient Inc	276351	Partner	subsidiary	Totient to leverage Ginkgo's bioengineering platform to express and screen antibody candidates to identify therapeutic antibodies against COVID-19	Ginkgo BioWorks Inc	1068727	Active	Technology - Other Proprietary	2020-09-10		Payment Unspecified	0.0	Unknown	0.0
1080710	Adagene	328749	Principal	ancestor	Adagene and Roche to evaluate ADG-126 in combination with bevacizumab and atezolizumab against Advanced Liver Cancer	Roche Holding AG	19446	Active	Drug - Early Research/Development	2022-12-16		Payment Unspecified	0.0	Unknown	0.0
1080710	Adagene	317546	Principal	ancestor	Dragonboat and  Adagene Suzhou to develop and commercialize BC-006 against solid tumor and autoimmune diseases	Dragonboat Biopharmaceutical Co Ltd	1086183	Active	Drug - Development/Commercialization License	2022-03-09		Payment Unspecified	0.0	Unknown	0.0
1080710	Adagene	314023	Principal	ancestor	Sanofi to use Adagene's SAFEbody technology to discover, develop and commercialize masked monoclonal and bispecific antibodies against cancer worldwide	Sanofi SA	1009547	Active	Drug - Development/Commercialization License	2022-03-02		>	5035.0	Unknown	0.0
1080710	Adagene	299622	Principal	ancestor	Adagene and Merck to evaluate the combination of ADG-106 with KEYTRUDA in hematological malignancies patients	Merck & Co Inc	18077	Active	Drug - Early Research/Development	2021-08-19		Payment Unspecified	0.0	Unknown	0.0
1080710	Adagene	289068	Principal	ancestor	Exelixis to use Adagene's SAFEbody technology platform to discover, develop and commercialize masked ADC therapies, worldwide	Exelixis Inc	22676	Active	Technology - Other Proprietary	2021-02-28		>	1583.1	Unknown	0.0
1080710	Adagene	271894	Principal	ancestor	Tanabe Research to use Adagene's SAFEbody platform to develop masked ADC for solid tumor	Tanabe Research Labs USA Inc	21740	Active	Technology - Other Proprietary	2020-06-10		Payment Unspecified	0.0	Unknown	0.0
1080710	Adagene	255308	Principal	ancestor	ADC Therapeutics and Adagene to develop ADCs using SAFEbody technology against a solid tumor target, with commercial rights in Greater China for Adagene	ADC Therapeutics SA	1068935	Active	Drug - Development/Commercialization License	2019-04-24		Payment Unspecified	0.0	Unknown	0.0
1080710	Adagene	253874	Principal	ancestor	Adagene to evaluate its precision library to discover antibodies against Celgene's targets	Celgene Corporation	15331	Active	Drug - Discovery/Design	2019-03-04		Payment Unspecified	0.0	Unknown	0.0
1080710	Adagene	249987	Principal	ancestor	Adagene and Guilin to develop PD-L1 checkpoint inhibitor for cancer in China	Guilin Sanjin Pharmaceutical Co Ltd	1066856	Active	Drug - Early Research/Development	2018-08-31		Unknown	0.0	Unknown	0.0
1080710	Adagene	312105	Partner	ancestor	NEXT Oncology to conduct a combination cohort study of Adagene's ADG-106 in combination with ADG-116 against advanced/metastatic solid tumors including non-Hodgkin’s lymphoma	Next Oncology	1163991	Active	Drug - Early Research/Development	2022-01-27		Payment Unspecified	0.0	Unknown	0.0
1080710	Adagene	306290	Partner	ancestor	NCIS to conduct phase Ib/II clinical trial Adagene's ADG-106 in combination with nivolumab against advanced NSCLC	National University Cancer Institute, Singapore	1147610	Active	Drug - Early Research/Development	2021-10-27		Payment Unspecified	0.0	Unknown	0.0
1080710	Adagene	300148	Partner	ancestor	Merck to conduct a clinical trial to evaluate Adagene’s ADG-116 and ADG-126 in combination with pembrolizumab against solid tumor	Merck & Co Inc	18077	Active	Drug - Early Research/Development	2021-07-31		Payment Unspecified	0.0	Unknown	0.0
1080710	Adagene	252578	Partner	ancestor	Adagene and NHLBI to discover antibodies against surface antigen of tumor cells	National Heart Lung and Blood Institute	1003240	Active	Drug - Discovery/Design	2019-01-07		Payment Unspecified	0.0	Unknown	0.0
1080710	Adagene	245916	Partner	ancestor	WuXi Biologics to provide research services to Adagene for the discovery of antibody therapeutics	WuXi Biologics (Cayman) Inc	1122083	Active	Drug - Development Services	2018-03-08		Payment Unspecified	0.0	Unknown	0.0
1084743	AI Therapeutics	317356	Partner	ancestor	AI Therapeutics acquires EntreChem's EC-8042 for the treatment of rare pediatric and other cancers	Entrechem	1032000	Active	Drug - Asset Divestment	2022-04-25		Payment Unspecified	0.0	Unknown	0.0
1084743	AI Therapeutics	273095	Partner	ancestor	Yale University to conduct phase II clinical trail for AI Therapeutics' LAM-002A for the treatment of COVID-19	Yale University	20703	Active	Drug - Early Research/Development	2020-06-24		Unknown	0.0	Unknown	0.0
1084743	AI Therapeutics	270451	Partner	ancestor	AI Therapeutics to use University of Texas' LAM-004 related patent patent application and phase II clinical data	University of Texas System	21864	Active	Patent - Exclusive Rights	2020-02-11		Payment Unspecified	0.0	Unknown	0.0
1196876	ArsenalBio	330526	Principal	ancestor	ArsenalBio and BMS to discover T cell therapies for solid tumors, with worldwide option to develop and commercialize the products	Bristol-Myers Squibb AB	15119	Active	Drug - Discovery/Design	2021-01-07		>	140.0	Unknown	0.0
1196876	ArsenalBio	324606	Principal	ancestor	Genentech and Arsenal Biosciences to identify successful T-cell therapies for oncology	Genentech Inc	19453	Active	Technology - Other Proprietary	2022-09-27		>	140.0	Unknown	0.0
1196876	ArsenalBio	343028	Partner	ancestor	Thermo Fisher Scientific to provide manufacturing services for Arsenal' autologous T-Cell therapies for solid tumors	Thermo Fisher Scientific Inc	1032764	Active	Drug - Development Services	2023-03-29		Payment Unspecified	0.0	Unknown	0.0
1196876	ArsenalBio	277993	Partner	ancestor	ArsenalBio to develop and commercialize Teneobio's UniDabs in CAR T-cell therapy against cancer worldwide	Teneobio Inc	1072877	Active	Drug - Development/Commercialization License	2020-10-21		Payment Unspecified	0.0	Unknown	0.0
1195136	Asimov	330277	Principal	ancestor	CBM to utilize Asimov's clonal HEK293 suspension cell line for the production of viral vectors	The Center for Breakthrough Medicines	1204355	Active	Technology - Other Proprietary	2023-01-18		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	322641	Principal	ancestor	Sanofi and Atomwise to deploy AI-based platform for computational discovery and study of therapeutic targets	Sanofi SA	1009547	Active	Drug - Early Research/Development	2022-08-17		>	2040.0	Unknown	0.0
1139692	Atomwise	267900	Principal	ancestor	Atomwise and Bridge Biotherapeutics to discover and develop small molecules targeting Pellino proteins to treat multiple indications, including inflammation     	Bridge Biotherapeutics Inc	1153465	Active	Drug - Development/Commercialization License	2020-03-09		>	2160.0	Unknown	0.0
1139692	Atomwise	265888	Principal	ancestor	BioMotiv and Atomwise to codevelop therapies by combining AI technology with preclinical and clinical development expertise	BioMotiv LLC	1071218	Active	Drug - Early Research/Development	2020-01-13		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	265735	Principal	ancestor	Monsanto to discover and develop new crop protection products using Atomwise's artificial intelligence	Monsanto Co	18291	Active	Technology - Other Proprietary	2017-06-14		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	265661	Principal	ancestor	Bayer and Atomwise to develop and commercialize two crop protection programs	Bayer AG	14455	Active	Drug - Development/Commercialization License	2020-01-07		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	260157	Principal	ancestor	Atomwise and Atropos to launch JV for discovery of senescence modulating small molecules for cancer	Atropos Therapeutics Inc	1003431	Active	Company - Joint Venture	2019-09-11		Unknown	0.0	Unknown	0.0
1139692	Atomwise	260137	Principal	ancestor	Atomwise and Hansoh Pharmaceutical to design and discover eleven undisclosed target proteins in multiple therapeutic areas using artificial intelligence technology	Hansoh Pharmaceutical Group Co Ltd	1194794	Active	Drug - Development/Commercialization License	2019-09-11		>	3000.0	Unknown	0.0
1139692	Atomwise	260056	Principal	ancestor	Atomwise and OncoStatyx to establish JV, to discover and develop KDM5B inhibitors for TNBC 	OncoStatyx LLC	1194608	Active	Company - Joint Venture	2019-09-10		Unknown	0.0	Unknown	0.0
1139692	Atomwise	257604	Principal	ancestor	University of Michigan to use Atomwise's AI-powered screening technology to accelerate its drug discovery programs	University of Michigan	20623	Active	Technology - Other Proprietary	2019-07-10		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	256989	Principal	ancestor	Atomwise to screen Enamine's small molecule libraries for cancer using AI-powered virtual drug screening	Enamine Ltd	1060129	Active	Drug - Screening/Evaluation	2019-06-24		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	255113	Principal	ancestor	Atomwise to discover therapeutics for DNDi against Chagas disease using AIMS technology	Drugs for Neglected Diseases initiative	1013599	Active	Drug - Early Research/Development	2019-04-16		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	254948	Principal	ancestor	University of Connecticut to use Atomwise's AI-powered in silico screening technology to develop therapeutics for strokes, hand-foot-and-mouth disease, and PRRSV	University of Connecticut	20563	Active	Technology - Other Proprietary	2019-04-09		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	252770	Principal	ancestor	Charles River Laboratories and Atomwise to provide integrated, artificial intelligence-driven drug discovery services	Charles River Laboratories International Inc	14424	Active	Drug - Development Services	2019-01-11		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	249768	Principal	ancestor	Pfizer to evaluate Atomwise's AI technology to identify small molecule drug candidates	Pfizer Inc	18767	Active	Drug - Discovery/Design	2018-09-17		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	282030	Partner	ancestor	FutuRx and Atomwise to form a joint venture to develop small molecule immuno-oncology agents	FutuRx	1129756	Active	Company - Joint Venture	2020-12-18		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	271017	Partner	ancestor	University of Toledo to develop therapies for undisclosed target against COVID-19 using Atomwise's AI technology   	University of Toledo	20687	Active	Drug - Discovery/Design	2020-05-21		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	271012	Partner	ancestor	Jazan University and Atomwise to discover drug candidates targeting Spike for COVID-19 and other coronaviruses 	Jazan University	1171088	Active	Drug - Discovery/Design	2020-05-21		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	271011	Partner	ancestor	University of South Australia and Atomwise to discover drug candidates targeting Spike-ACE2  for COVID-19 and other coronaviruses  	University of South Australia	30796	Active	Drug - Discovery/Design	2020-05-21		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	271010	Partner	ancestor	University of Kentucky and Atomwise to discover drug candidates targeting PLpro for COVID-19 and other coronaviruses 	University of Kentucky	20600	Active	Drug - Discovery/Design	2020-05-21		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	271006	Partner	ancestor	University of Connecticut and Atomwise to discover drug candidates targeting NSP15 for COVID-19 and other coronaviruses	University of Connecticut	20563	Active	Drug - Discovery/Design	2020-05-21		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	271005	Partner	ancestor	Atomwise and Dana-Farber Cancer Institute to discover an undisclosed target treatment for COVID-19	Dana-Farber Cancer Institute Inc	15615	Active	Drug - Discovery/Design	2020-05-21		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	271004	Partner	ancestor	University of Texas and Atomwise to discover an undisclosed target against COVID-19  using AI technology	University of Texas Health Science Center San Antonio	1003628	Active	Drug - Discovery/Design	2020-05-21		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	271003	Partner	ancestor	Columbia University and Atomwise to discover drug candidates targeting Nucleocapsid for COVID-19 and other coronaviruses  	Columbia University	20559	Active	Drug - Discovery/Design	2020-05-21		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	271001	Partner	ancestor	University of Manitoba and Atomwise to discover drug candidates targeting IL-6 Signaling and RdRp in NSP12 for COVID-19 and other coronaviruses 	University of Manitoba	20614	Active	Drug - Discovery/Design	2020-05-21		Payment Unspecified	0.0	Unknown	0.0
1139692	Atomwise	264001	Partner	ancestor	StemoniX and Atomwise to establish JV to discover and develop small molecule therapies for Rett syndrome	StemoniX Inc	1140786	Active	Company - Joint Venture	2019-12-03		Unknown	0.0	Payment Unspecified	0.0
1139692	Atomwise	260058	Partner	ancestor	SEngine and Atomwise to form JV to accelerate the oncology drug discovery using platform technologies	SEngine Precision Medicine	1153077	Active	Company - Joint Venture	2019-09-10		Payment Unspecified	0.0	Unknown	0.0
1138966	BenevolentAI	287639	Principal	ancestor	BenevolentAI acquires Babraham Research Campus' drug discovery and development facility	The Babraham Institute	24725	Completed	Company - M&A (in whole or part)	2018-02-22		Payment Unspecified	0.0	Unknown	0.0
1138966	BenevolentAI	260498	Principal	ancestor	Temasek to invest in BenevolentAI to further develop the Benevolent Platform for drug discovery and development	Temasek Holdings	1134859	Active	Drug - Funding	2019-09-17		=	180.0	Unknown	0.0
1138966	BenevolentAI	258728	Principal	ancestor	Neuropore to discover small molecule therapeutics for multiple targets including ALS using BenevolentAI's artificial intelligence 	Neuropore Therapies Inc	1063610	Active	Drug - Discovery/Design	2019-08-05		Payment Unspecified	0.0	Unknown	0.0
1138966	BenevolentAI	237844	Principal	ancestor	BenevolentAI and MRCT to explore drug discovery initiatives in the field of small molecules and antibodies	LifeArc	1054893	Active	Drug - Discovery/Design	2017-04-11		Payment Unspecified	0.0	Unknown	0.0
1138966	BenevolentAI	218706	Principal	ancestor	BenevolentAI and undisclosed US company to develop drugs against two novel targets against Alzheimer’s disease 	Undisclosed		Active	Drug - Early Research/Development	2014-06-02		>	1600.0	Unknown	0.0
1138966	BenevolentAI	314858	Partner	ancestor	University of Oxford to evaluate baricitinib for COVID-19 in RECOVERY trial for BenevolentAI	University of Oxford	22182	Active	Drug - Early Research/Development	2022-03-04		Payment Unspecified	0.0	Unknown	0.0
